Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Department,Region,Transaction Amount (USD),Risk Level,Alert Status,Transaction Date,Reviewed By,Customer Country,Remarks
Compliance Oversight,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,Transaction Data,Review Alerts,163290d5-7131-4846-b9ca-95f728744dfc,773494,Risk,EMEA,97263.26,High,Pending Review,2025-05-29,Justin Bailey,Sierra Leone,Son build place box lay likely.
Compliance Oversight,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Transaction Data,Flag Suspicious Transactions,d2474c07-a4ac-4141-b663-1da3f0748bcf,286251,Operations,APAC,66590.1,High,Confirmed Suspicious,2025-09-08,David Alvarez,Ethiopia,Decade drop rock former those hear.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Monitor High-Risk Accounts,Compliance,Transaction Data,Screen Customer Transactions,addce2ad-6d1e-4dc8-aad4-da429b366259,944123,Operations,EMEA,7837.51,Critical,Pending Review,2025-07-30,Michael Roy,Italy,Phone billion determine of often.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,Transaction Data,Review Alerts,626c3c0b-7909-44f0-ac98-66e96524bc8b,847204,Fraud Detection,Americas,83230.72,High,Pending Review,2025-01-07,Jennifer Lamb,Jersey,Carry voice two career participant.
Risk Management,Risk and Compliance Operations,Customer Risk Review,Screen Customer Transactions,Compliance,Transaction Data,Flag Suspicious Transactions,e1799289-534b-4ead-9029-87a731d0b0a9,952974,Fraud Detection,Americas,93265.72,Critical,Confirmed Suspicious,2025-02-04,Mr. John Juarez DDS,Denmark,Break including detail daughter actually.
Compliance Oversight,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Compliance Data,Review Alerts,ad7a4f07-59de-4cfa-b21b-453b6ea8d208,858485,Compliance,APAC,85671.45,Critical,Cleared,2025-03-12,Erica Martin,Pakistan,Analysis stand size list value because.
Financial Crime Prevention,AML Operations,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Review Alerts,5df7d5ae-29d0-4b1a-b993-0db50ade010f,490855,Fraud Detection,EMEA,58655.13,High,Cleared,2025-07-31,Vickie Wright,Anguilla,All rate report wear after of.
Risk Management,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,Compliance Data,Flag Suspicious Transactions,aa5b02e2-efd9-4ba9-8deb-7d24adec7f8a,963075,Operations,APAC,53301.82,Critical,Confirmed Suspicious,2025-04-18,Charles Williams,Kazakhstan,Today time better suffer political government fight.
Financial Crime Prevention,Risk and Compliance Operations,Customer Risk Review,Monitor High-Risk Accounts,Security,AML Data,Flag Suspicious Transactions,cbcd037d-7b24-49a8-812c-8640cb6f36ad,812048,Operations,EMEA,64766.29,High,Cleared,2025-08-10,Casey Cervantes,Mongolia,Ok owner together.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Review Alerts,bed6b41c-ec72-42cb-8069-054bc126458e,410347,Risk,APAC,43094.49,Low,Pending Review,2025-02-09,Gail Adams,Nauru,Out fight data drug home long would.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Identify Suspicious Activities,Risk Prevention,Transaction Data,Screen Customer Transactions,a91a5c41-5a01-4753-a6ae-8da55837bc67,664205,Risk,Americas,65445.9,Medium,Confirmed Suspicious,2025-05-03,Ashley Ramirez,Uzbekistan,System crime which another in.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,AML Data,Screen Customer Transactions,74532e60-4e6c-46e8-97c6-bb9f58522f24,531120,Fraud Detection,Americas,82605.25,Critical,Confirmed Suspicious,2025-04-20,Hayden Klein,Italy,Back center number before professor forget.
Risk Management,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Transaction Data,Screen Customer Transactions,3c83f343-79a5-4d1b-bbb8-c4e31ebb8855,951828,Risk,APAC,24180.34,Critical,Escalated,2025-09-10,Rachel Robertson,New Caledonia,Either so themselves.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Compliance,Compliance Data,Flag Suspicious Transactions,0c11eefe-ae41-4010-bcc0-33777497a3a8,283690,Fraud Detection,EMEA,25004.05,High,Confirmed Suspicious,2025-06-22,Cheryl Nelson,Jamaica,Week measure run attorney culture run.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Security,AML Data,Review Alerts,239b64fd-70cb-4f16-81d2-4d414c94fe78,714131,Fraud Detection,EMEA,59752.4,High,Escalated,2025-09-02,Shawn Reed,Panama,Long face general let man lot prepare.
Risk Management,AML Operations,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Review Alerts,6b193046-310a-4330-a604-d4fb212efce9,691608,Risk,APAC,23728.62,Medium,Escalated,2025-05-12,Mitchell Oliver,Estonia,Newspaper probably seat culture career place.
Compliance Oversight,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Security,AML Data,Flag Suspicious Transactions,bd0bd695-b9df-40f3-8a00-8f65ae7ffd90,875685,Operations,APAC,30037.02,High,Escalated,2025-01-20,Elizabeth Roach,Senegal,Sign until leave agency future defense.
Risk Management,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Screen Customer Transactions,56114ddc-e37b-4562-97d7-0e1bf50095cd,264177,Compliance,APAC,31321.84,Low,Confirmed Suspicious,2025-08-11,Amy Phillips,Turks and Caicos Islands,Suggest win stop single amount indeed.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Risk Prevention,Compliance Data,Review Alerts,6d30461a-226f-4110-a5e4-5ceac95e3462,333432,Fraud Detection,EMEA,24049.21,High,Cleared,2025-02-27,Shannon Simpson,Slovakia (Slovak Republic),Less ago wish cold then suggest south.
Compliance Oversight,Fraud and Risk Control,Customer Risk Review,Monitor High-Risk Accounts,Security,Transaction Data,Screen Customer Transactions,2f2b4aa5-c7e6-4bd7-9c1d-b578bfec2252,889339,Risk,APAC,42838.78,High,Confirmed Suspicious,2025-01-14,Ethan Rodgers,Barbados,Act throw letter easy require.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Identify Suspicious Activities,Risk Prevention,AML Data,Review Alerts,131b928b-6b0e-41be-8827-0c4c3bb3cbf0,294267,Compliance,Americas,17239.76,High,Confirmed Suspicious,2025-06-03,Rebecca Wu,Lesotho,Song language now camera.
Compliance Oversight,Fraud and Risk Control,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,Compliance Data,Review Alerts,22a3a3d7-c25a-4717-b76b-a2ce0050c088,306994,Risk,APAC,4552.41,Medium,Confirmed Suspicious,2025-05-07,Jeffery Robinson,Niue,Food blood maintain believe improve manage.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,Transaction Data,Flag Suspicious Transactions,0ca413fe-1fc3-4e13-ab83-a7345261746d,222126,Compliance,EMEA,52228.6,Medium,Confirmed Suspicious,2025-01-05,Jeremy Mitchell,Brazil,Have foreign close nation ago woman continue.
Compliance Oversight,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Screen Customer Transactions,29a91f55-d9a2-45e0-8c17-1ddc1f60e09d,982204,Operations,EMEA,90545.34,Critical,Escalated,2025-02-03,Kyle King,Tunisia,Tell name available.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Compliance Data,Review Alerts,248f694e-e6cf-41f4-adb2-7f38c47739cf,384249,Operations,EMEA,55426.57,High,Pending Review,2025-08-25,Ricky Sanders,Chile,Be piece grow relationship.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Security,AML Data,Flag Suspicious Transactions,33f6c6e0-b785-4391-ac31-59d5c104bf13,463967,Operations,EMEA,39133.22,High,Confirmed Suspicious,2025-09-05,Robert Pittman,Barbados,Forget see popular group western rate.
Risk Management,AML Operations,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,Transaction Data,Flag Suspicious Transactions,1b8478fa-42d9-4ecf-8781-11f257833e3f,963147,Compliance,APAC,92186.53,Low,Escalated,2025-06-01,Alexis Cruz,Falkland Islands (Malvinas),Feeling money style hope about lay.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,Compliance Data,Screen Customer Transactions,e17f40a0-81ad-46ef-9049-1311c519ed2e,701286,Compliance,Americas,23301.84,Medium,Confirmed Suspicious,2025-04-27,James Gonzalez,Tonga,His environment century good method.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Monitor High-Risk Accounts,Security,Transaction Data,Review Alerts,28813aa8-b952-419d-a2c2-e6900db240c6,551568,Compliance,APAC,21151.95,High,Pending Review,2025-03-20,Mrs. Alicia Christensen,Dominica,Charge drug take sea behind pass ago.
Risk Management,AML Operations,Transaction Surveillance,Screen Customer Transactions,Security,Compliance Data,Screen Customer Transactions,ade70ac0-fded-4b7b-9a46-8a6529e642a9,834652,Risk,APAC,72147.67,Low,Pending Review,2025-02-28,Amanda Walton,Australia,Room mission bill.
Compliance Oversight,AML Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Compliance Data,Screen Customer Transactions,bbd82565-9c01-4763-b246-9046756f1092,377023,Compliance,APAC,14629.53,Critical,Escalated,2025-07-31,Andrew Owen,Christmas Island,Long face risk account evidence within remember.
Compliance Oversight,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Security,Compliance Data,Flag Suspicious Transactions,6ea3dff3-685f-429c-b2ca-261956e996ff,938314,Operations,Americas,66699.24,Medium,Confirmed Suspicious,2025-08-26,Carrie Johnson,Tajikistan,Both bed economic kitchen.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Monitor High-Risk Accounts,Security,Transaction Data,Screen Customer Transactions,d553ba96-bb51-4764-b972-8569fcd7b490,362440,Risk,EMEA,15663.77,Medium,Cleared,2025-04-01,Brittany White,Philippines,Treatment data every pick politics.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,AML Data,Review Alerts,d7d3555d-24e6-4075-a6f6-4fb8d1d3e583,656262,Operations,EMEA,91709.15,Medium,Pending Review,2025-01-06,Cynthia Garcia,Wallis and Futuna,Picture none service itself staff from hospital.
Compliance Oversight,AML Operations,Customer Risk Review,Monitor High-Risk Accounts,Compliance,Compliance Data,Flag Suspicious Transactions,6be39c8a-9b06-47c7-8b2b-4b0c70e609f9,912482,Fraud Detection,Americas,64522.68,High,Cleared,2025-02-18,Amy Gray,Myanmar,Five live situation rich.
Compliance Oversight,AML Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Compliance Data,Flag Suspicious Transactions,1e8b6352-2b56-4189-9d0f-d1b33d99fd67,296159,Compliance,EMEA,23802.52,Critical,Confirmed Suspicious,2025-03-06,Alexandra Smith,Lesotho,Hard serious health yeah.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,AML Data,Screen Customer Transactions,9e90553d-596d-4e45-b58d-7df59e4e1850,594085,Fraud Detection,Americas,35308.61,Critical,Confirmed Suspicious,2025-04-01,Brian Payne,Belize,Change science activity.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Compliance,AML Data,Screen Customer Transactions,0dc73716-0b60-41a0-b79b-653d6c50938b,537583,Compliance,APAC,12599.67,Critical,Confirmed Suspicious,2025-03-26,Andrea Lewis,Switzerland,Follow thousand development.
Financial Crime Prevention,AML Operations,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Security,Compliance Data,Screen Customer Transactions,4953d51b-a9f3-416a-830b-9d5d385b7b53,928069,Compliance,APAC,39146.43,High,Escalated,2025-07-03,Rebekah Schmidt,Czech Republic,Can range film.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Risk Prevention,AML Data,Flag Suspicious Transactions,f6d36d1e-4dd2-4ca2-9741-a98cb84b6254,121455,Operations,APAC,12937.92,Medium,Pending Review,2025-04-23,Robert Austin,Taiwan,Camera security pass all.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Compliance,AML Data,Review Alerts,b5c920da-a3ad-428d-ac1e-4c6bc9e1c988,856314,Risk,EMEA,71254.99,Critical,Cleared,2025-01-29,Jessica Bush,Switzerland,Memory picture affect on number pull although.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Security,Transaction Data,Flag Suspicious Transactions,17305cfe-fb65-4d88-af96-b21f2e1346b6,700833,Operations,Americas,6963.64,Medium,Confirmed Suspicious,2025-05-29,Katherine Spence,Guinea-Bissau,Huge within much view personal win.
Compliance Oversight,Fraud and Risk Control,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,Compliance Data,Screen Customer Transactions,21a9a8e9-e63f-42e3-b198-e27434821fdb,820087,Operations,APAC,57961.78,Low,Confirmed Suspicious,2025-01-30,Anthony Kaiser,Romania,Talk knowledge box performance line.
Risk Management,AML Operations,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Review Alerts,3b556db4-81ff-4d6c-bc1a-87be3bbef92b,238201,Risk,APAC,52553.77,Low,Pending Review,2025-06-17,Sydney Jones,Syrian Arab Republic,Commercial guess candidate arrive forward wife right quickly.
Risk Management,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Transaction Data,Review Alerts,35e9e15a-1e47-41d4-85d7-3dffbfb80ad8,509129,Operations,APAC,2645.42,High,Escalated,2025-05-25,Michael Petersen,Kyrgyz Republic,Little leave TV purpose.
Financial Crime Prevention,AML Operations,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,AML Data,Flag Suspicious Transactions,c44ea9fd-9b5a-4c9c-9262-dbef5bdea65b,462261,Risk,EMEA,86584.87,Medium,Escalated,2025-01-14,Lisa Garcia,Slovakia (Slovak Republic),Somebody respond where play.
Compliance Oversight,AML Operations,Customer Risk Review,Identify Suspicious Activities,Compliance,Transaction Data,Screen Customer Transactions,40c3d9ac-b3ce-4dd9-8477-63846cd64fd0,131178,Compliance,APAC,22438.05,Low,Confirmed Suspicious,2025-06-17,Alicia Alvarado DDS,Saint Kitts and Nevis,Capital newspaper everything medical.
