Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Report ID,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Account Type,Region,AML Risk Score,Report Status,Reported By,Report Date
Risk Management,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Compliance,Audit Data,Monitor Transactions,125cde53-2264-44e6-b485-bac8c6bebc3b,77a12928-187d-431e-8bde-9b89d0741cba,8327,76533.85,ATM,Corporate,APAC,70.03,Investigated,Lance Briggs,2025-10-10
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Security Value,Audit Data,Monitor Transactions,e6276936-913b-4d8e-9634-eb56a1c63452,dfa3da19-5380-4c52-ae40-9985f3718280,8408,82804.8,POS,Corporate,Americas,32.15,Pending Review,Jennifer Cain,2025-04-08
Risk Management,Fraud Management,Fraud Detection,Reports Suspicious Activities,Security Value,Audit Data,Reports Suspicious Activities,92431862-5568-4297-ba14-9fcb36b04a9f,7387d31c-6efc-4659-8e1b-777e10ab8317,7107,35904.45,Wire Transfer,Corporate,APAC,61.71,Pending Review,Karen Clark,2025-01-26
Financial Crime Risk,AML Operations,AML Reporting,Screen Customer Transactions,Compliance,Audit Data,Monitor Transactions,888bf9d7-12dd-463d-a4c4-1dded93cc0f0,924ce0d5-f09f-419a-a874-86bbd1ce3ccc,1988,87372.4,ATM,Corporate,Americas,22.93,Filed,Sharon Paul,2025-04-06
Risk Management,Fraud Management,Fraud Detection,Screen Customer Transactions,Operational Oversight,Compliance Data,Monitor Transactions,8cbf110f-422f-4ecc-bb5f-846083b307ff,bd98c5ab-a41c-48a0-9ce0-f72f8d504fe4,2095,37018.95,ATM,Current,EMEA,62.91,Pending Review,Joseph Harris,2025-03-05
Risk Management,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Operational Oversight,Compliance Data,Monitor Transactions,450584c9-270d-4b14-bc1a-3b2a131023c7,f663aa56-931c-459e-9342-242f9cbaee91,2531,19806.73,POS,Current,APAC,48.04,Filed,Cynthia Flores,2025-03-23
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Security Value,Audit Data,Monitor Transactions,4c2a98c3-bf0f-4599-a189-943621e00408,e83e84c2-9681-4c4d-99e4-03fb6e683c45,9633,25618.06,ATM,Current,EMEA,38.43,Closed,Michelle Weeks,2025-05-06
Financial Crime Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Monitor Transactions,9e076ad6-47c1-4e3e-9221-36694bff3006,2452eafe-9e81-4c82-9e99-60d46d77a709,7440,87048.64,Online,Savings,APAC,99.65,Closed,Annette Richardson,2025-01-08
Operational Risk,Fraud Management,Fraud Detection,Investigate Alerts,Operational Oversight,Compliance Data,Monitor Transactions,44cb5d37-e90f-4f22-97dc-ca27b55b9bdf,929ba3fc-c5e8-4d6f-828b-c3543f5262de,6289,1356.51,Wire Transfer,Current,EMEA,83.94,Investigated,Janice Calhoun,2025-01-23
Operational Risk,AML Operations,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Audit Data,Monitor Transactions,92fc7e25-6f20-45e6-a616-3df49e37ab4f,1883f49b-9f3b-4fa3-b96e-783b5e979b79,8536,83401.87,POS,Corporate,APAC,78.32,Filed,Paula Arnold,2025-07-05
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Compliance Data,Monitor Transactions,e46d5901-9875-4206-b611-74f05e59befc,b8427cc4-e4e5-4b4a-b857-066ff0bc6b3b,7628,68402.07,Online,Savings,EMEA,7.36,Investigated,Tracie Allen,2025-02-04
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Audit Data,Monitor Transactions,80439921-4ff8-4bdc-a9c7-e3b2871d2f12,fa8a4d7e-b805-4605-b591-8c733c79e874,2689,50847.74,Wire Transfer,Current,EMEA,68.61,Closed,Sean Dennis,2025-02-04
Risk Management,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Security Value,Audit Data,Monitor Transactions,8ff472d0-fd18-4309-b33f-751d1ab65b7c,b8f99ce6-51d6-40e4-8d8a-5e4884d5d281,9795,14570.66,POS,Current,EMEA,66.83,Filed,Whitney Daniels,2025-05-19
Risk Management,AML Operations,AML Reporting,Reports Suspicious Activities,Operational Oversight,Transaction Data,Monitor Transactions,581342f3-a704-4218-8bef-ab86666abb95,ee7356de-9628-45ab-bbff-34fcd4d6aa4f,2077,66091.08,POS,Current,Americas,3.15,Closed,Steven Martinez,2025-04-21
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Audit Data,Monitor Transactions,adda3250-eaa4-45cf-98c3-ffe953cf1535,5f29b755-25d5-4c3d-b4f5-601bb5e9f938,4074,91027.72,Online,Savings,EMEA,13.22,Pending Review,Trevor Hess,2025-06-13
Operational Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Operational Oversight,Transaction Data,Reports Suspicious Activities,970e9edb-3b69-44f5-9e5c-4c25ee913634,8f6aa034-ff8e-4f95-a8c0-c6415997b245,1119,74102.82,Wire Transfer,Savings,Americas,52.4,Pending Review,Cody Schmidt,2025-07-13
Financial Crime Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Compliance,Audit Data,Monitor Transactions,f0b9024e-36ae-43e6-b1a5-f8fb49075245,3063956a-f3e6-4361-be74-506280fab950,3331,58036.54,POS,Corporate,APAC,40.51,Filed,Justin Clark,2025-06-03
Financial Crime Risk,AML Operations,AML Reporting,Screen Customer Transactions,Security Value,Audit Data,Reports Suspicious Activities,ca3e3074-8523-4857-8cf1-88fefcf462dc,b1db4c9d-c672-4012-a7fd-17c2db14a6d7,7928,62518.76,POS,Corporate,APAC,67.2,Investigated,Brian Carter,2025-02-03
Operational Risk,AML Operations,AML Reporting,Investigate Alerts,Operational Oversight,Audit Data,Monitor Transactions,c06a34ac-f776-4718-9d85-91dd3a749369,3ca16b3e-b9de-496c-bf02-e407cf5874b2,4218,47230.8,ATM,Current,EMEA,63.97,Pending Review,Samantha Higgins,2025-02-09
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,f055d1d5-0e5d-454e-b9fd-9b5ad76a1a4d,13809267-4c4b-4cb6-a950-b820e1f2d86e,9210,59319.44,Wire Transfer,Current,EMEA,87.71,Pending Review,Becky Howard,2025-01-10
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Operational Oversight,Audit Data,Monitor Transactions,b1ed94b6-0505-402c-81b5-94473a4e1045,532eab65-30ee-437c-b821-7e8164c093ba,6834,96481.41,ATM,Savings,EMEA,6.13,Investigated,Kevin Bradshaw,2025-05-05
Financial Crime Risk,Fraud Management,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Monitor Transactions,c09a0b2e-cb94-4512-b9f9-c28921babf8a,1f95189d-0c26-4585-9fda-bf9d1e14a3a2,9487,62687.62,POS,Savings,APAC,15.38,Closed,John Edwards,2025-08-18
Financial Crime Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Security Value,Compliance Data,Investigate Alerts,abddac3e-e201-45db-9bec-7ce31ba08a5a,f0b5833a-4694-400c-a53c-04b5aa36d824,4789,61123.74,ATM,Current,EMEA,60.13,Filed,Aaron Mitchell,2025-10-02
Operational Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Audit Data,Reports Suspicious Activities,e41cf6f2-9f2f-47fd-9d40-aa9a1588d4f2,828e20e4-c33d-4003-9d86-374bdcae07f2,3113,26298.81,Wire Transfer,Current,EMEA,91.28,Investigated,Brian Bender,2025-07-05
Operational Risk,AML Operations,Fraud Detection,Investigate Alerts,Compliance,Audit Data,Reports Suspicious Activities,14c67aa9-fce4-4e73-a0a5-0a727f661538,fb160312-00d4-4ceb-97f3-a23964480865,2897,69642.85,Online,Current,APAC,6.49,Investigated,Matthew Jones,2025-06-27
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Compliance Data,Monitor Transactions,85d75c96-1463-436f-86df-2955d50300fa,4f8cf429-19b4-4f7e-923f-4c15acbea3d4,4864,4913.75,ATM,Corporate,EMEA,73.51,Investigated,Lori Sullivan,2025-03-25
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Operational Oversight,Audit Data,Investigate Alerts,5493849d-7bdf-48fa-9dd6-dc0c7c3fb3bb,e07c356e-454f-4680-808e-0117b824d034,1293,89102.43,Wire Transfer,Corporate,APAC,46.98,Closed,Kelly Obrien,2025-04-25
Risk Management,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Compliance,Transaction Data,Investigate Alerts,b3a02b2d-0c87-4a19-b8e0-52512d6af48e,ebc4ea42-3a75-4f24-90d5-8ca29891a943,2284,32374.2,ATM,Savings,EMEA,51.1,Closed,Sharon Simon,2025-03-22
Financial Crime Risk,AML Operations,AML Reporting,Investigate Alerts,Security Value,Transaction Data,Monitor Transactions,7aa27280-cec5-4226-b784-1715c2a9503c,dfe188f8-d021-446a-8408-c58069c10ff2,3956,46577.3,Online,Current,APAC,51.93,Filed,Joshua Cox,2025-10-16
Risk Management,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Investigate Alerts,3fe88040-00c1-480d-89d9-343116420de1,0dfdb758-f2cb-4f9b-a442-20eaa928684b,6105,20750.04,Wire Transfer,Savings,APAC,45.24,Pending Review,Stacy Baldwin,2025-02-16
Risk Management,Fraud Management,AML Reporting,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,9e21173d-971b-4bd1-842c-652f01a0987b,1057b024-45c6-4af8-a83d-5af5e565f979,1132,93272.82,ATM,Corporate,EMEA,6.21,Investigated,Patrick Wood,2025-01-29
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Audit Data,Monitor Transactions,89bd4996-c06b-40de-9c77-023633a1f3ec,2e1174fa-cf9d-46ee-a9cd-9cd29b707cbe,2988,43230.77,Online,Current,APAC,29.13,Filed,Zachary Bennett,2025-01-06
Operational Risk,Fraud Management,AML Reporting,Screen Customer Transactions,Compliance,Transaction Data,Reports Suspicious Activities,57f5387a-261e-4a7a-a95d-5c4f4e84c897,6b8ef057-f039-4184-8758-b8304ab950f9,7171,35402.5,POS,Current,APAC,85.46,Filed,Joseph Guerrero,2025-10-10
Financial Crime Risk,AML Operations,Fraud Detection,Investigate Alerts,Security Value,Audit Data,Monitor Transactions,a50bac47-fbfc-4682-bf77-2de3b9b2d6a5,4e9ebdcd-3f2e-4376-837e-d060d866cc5b,9500,75334.28,Online,Savings,EMEA,49.0,Investigated,John Garcia,2025-05-10
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Transaction Data,Monitor Transactions,b91e3ea4-f46d-4009-9bb5-65c4a1ea651a,a6ac067a-2901-4c7f-844d-5f360349f321,9636,5389.79,Online,Savings,EMEA,92.75,Pending Review,Lisa Wallace,2025-02-28
Risk Management,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Transaction Data,Reports Suspicious Activities,0dc68f24-ae03-4fe9-bbab-5b4caa7f66e3,29469449-26f2-499d-8b2a-690b695471a7,2691,40401.43,Online,Savings,Americas,6.5,Filed,Jim Diaz II,2025-01-13
Risk Management,AML Operations,AML Reporting,Investigate Alerts,Compliance,Compliance Data,Investigate Alerts,a93b459c-6aef-4453-9d20-f02ff80e6f15,351f0a3e-8ebd-4abe-a34e-b72c34f59e14,6518,60257.2,ATM,Savings,EMEA,32.34,Pending Review,Larry Rogers,2025-10-04
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Transaction Data,Investigate Alerts,34a30535-1f24-47f5-9997-01c86d8e1de9,ef5aadf8-240e-494b-9459-44c39c804c51,1184,29321.55,Online,Savings,Americas,98.75,Closed,Brenda Hawkins,2025-08-04
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Compliance Data,Monitor Transactions,f5de20d1-11ae-47c4-8aa6-26f398d0748d,79288e39-d0d5-4237-8476-a83bda50ba6f,1181,15667.64,ATM,Savings,Americas,33.43,Investigated,Linda Davis,2025-05-30
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Compliance,Transaction Data,Monitor Transactions,7f6c1f23-aa2c-480b-bec6-c633e365988b,86b66a94-8394-46a2-82ff-9432d51b0070,1439,454.03,Online,Savings,APAC,9.96,Closed,Daniel Torres,2025-09-14
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Security Value,Compliance Data,Investigate Alerts,b7f57ed9-01d6-477f-b228-7a4be58b5c0b,48278082-9fc4-4714-a9d7-3313b26f73c7,9576,68288.47,POS,Savings,APAC,58.32,Pending Review,James Garcia,2025-05-10
Operational Risk,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Security Value,Compliance Data,Reports Suspicious Activities,e8feb276-f0fe-44b4-9142-69f70b407b25,4c181d4e-d92c-4c55-8665-8d8d7abd7250,3479,83613.71,ATM,Current,Americas,31.58,Filed,Mary Boyer,2025-09-10
Risk Management,Fraud Management,Fraud Detection,Screen Customer Transactions,Operational Oversight,Transaction Data,Monitor Transactions,c0b2645c-6eb5-435f-aa58-489c9bb6f6a5,469a824d-29dd-49df-84cc-5df87c4d4304,7533,82695.82,ATM,Current,APAC,33.18,Filed,Richard Wong,2025-04-08
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Compliance Data,Investigate Alerts,92b78e0f-aaaf-4303-ab6b-f5a899b9a05b,169c28a7-922c-452f-8fc7-46107eec047a,2701,87913.68,Online,Current,APAC,57.66,Closed,Karen Smith,2025-09-12
Operational Risk,AML Operations,AML Reporting,Screen Customer Transactions,Security Value,Compliance Data,Reports Suspicious Activities,4f9f0ed3-bb17-4a15-a7fe-be80778190f5,080f84cd-bc12-461e-b1ad-8c5d818a5585,6921,28844.33,POS,Savings,Americas,61.03,Closed,Scott Banks MD,2025-04-22
Operational Risk,Fraud Management,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Investigate Alerts,b397595d-27bb-46d2-9b49-c5a531ee94f0,7e01659a-a170-4851-adeb-70aa01e6c94c,7998,25387.42,POS,Current,Americas,4.67,Investigated,John Zimmerman,2025-06-27
Financial Crime Risk,AML Operations,AML Reporting,Reports Suspicious Activities,Compliance,Transaction Data,Monitor Transactions,7992dd7d-e6f6-4e72-9a1f-4d61006e077c,25b1af70-891a-4c4b-ab8e-d2ec2441a2a0,5531,72129.13,ATM,Savings,EMEA,29.43,Investigated,Kevin Russo,2025-10-15
Financial Crime Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Security Value,Compliance Data,Reports Suspicious Activities,b16b1de9-44bb-49ea-a948-7b6a9d248770,3afb6418-b7e7-4234-8087-d6219f7621cd,5376,45533.72,Wire Transfer,Current,Americas,3.2,Investigated,Kristina Austin,2025-03-14
Financial Crime Risk,AML Operations,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Transaction Data,Investigate Alerts,a1da572c-dae3-409e-bb07-3a3d0d383c23,fceb2a9f-b112-43b0-adda-dcf3be492a16,3320,23342.53,Wire Transfer,Savings,Americas,4.22,Investigated,Lisa Miller,2025-01-10
Financial Crime Risk,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Operational Oversight,Compliance Data,Investigate Alerts,0b995e73-bb4b-4779-a821-2962a3a38fc9,3227b572-26eb-427a-8b93-4c9de5c57f0d,5857,59473.99,ATM,Current,EMEA,71.59,Closed,Jesse Hansen,2025-07-05
Risk Management,AML Operations,Fraud Detection,Screen Customer Transactions,Security Value,Transaction Data,Monitor Transactions,61570ebc-44fd-43c8-850f-94197603a80b,9d4c2191-6e25-47ae-932e-ac421ea43468,9572,98502.26,Online,Current,APAC,39.77,Pending Review,David Steele,2025-06-10
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Audit Data,Investigate Alerts,87fcc12d-7d25-472c-949b-0ebdd439d5b7,be9deabd-a12e-4a5d-8b32-fb68da9d7403,4421,42579.09,Online,Savings,APAC,37.05,Closed,Shawn Scott,2025-05-13
Financial Crime Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Compliance,Audit Data,Monitor Transactions,01cdb534-e85c-46d3-8019-87838b8631bb,2ff4da5d-6c5e-46a8-9b40-ef233e112607,7981,19351.11,Online,Savings,APAC,95.08,Pending Review,Sara Shaffer,2025-04-24
Operational Risk,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Compliance,Audit Data,Investigate Alerts,2eec9d26-07af-44cf-93b7-1400a5812685,01d56546-f83d-465d-ac05-7aee302c6e1c,8390,5268.61,Wire Transfer,Current,APAC,37.18,Filed,Kevin Mays,2025-10-10
Operational Risk,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Security Value,Transaction Data,Investigate Alerts,f744a632-4470-47bf-a3bf-a838b6e8216e,82adf41d-54d9-4691-b73c-0b4da86fd9a2,7991,37691.76,Online,Corporate,EMEA,60.09,Filed,Thomas Hughes,2025-07-25
Operational Risk,AML Operations,Fraud Detection,Reports Suspicious Activities,Compliance,Transaction Data,Reports Suspicious Activities,fc441d7e-dd56-475f-9360-f42db4ab6053,c3422b94-9cc8-40ba-8611-8dcc1c973644,2684,84316.92,POS,Savings,Americas,20.89,Investigated,Stephen Melton,2025-05-24
Operational Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Compliance,Transaction Data,Monitor Transactions,566db534-0885-45fd-ae3c-8b8842b90a12,0da12c49-eaae-4cc9-a5a3-33b750f2e603,4394,83712.68,POS,Corporate,APAC,8.94,Pending Review,Kathryn White,2025-02-02
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Transaction Data,Investigate Alerts,0c085141-7453-47a9-9cf9-c19c46ffffd5,5f47c380-4b29-439e-8ba7-2b0c64649d5d,8435,87603.98,POS,Current,EMEA,89.46,Filed,Donald Ponce,2025-01-31
Operational Risk,AML Operations,AML Reporting,Reports Suspicious Activities,Operational Oversight,Compliance Data,Reports Suspicious Activities,f5d304d5-588a-46b3-b713-1108cdd7a5b4,bd02f3da-6f21-4c7f-b840-78d77649e254,2013,25865.05,ATM,Savings,APAC,90.24,Filed,Emma Calhoun,2025-08-24
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Monitor Transactions,4f55a27a-0e6e-4168-af7e-41cb4df12c84,49dc6b25-1200-4817-a2e2-566b2cb7c8bf,4698,27148.89,POS,Savings,EMEA,13.19,Investigated,Amy Lewis,2025-09-18
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Audit Data,Investigate Alerts,750057da-4eb7-4154-834e-dc8ab487c511,ca34e02d-20bb-45e5-97a7-dca6f113c34e,3122,62909.24,ATM,Corporate,APAC,87.28,Investigated,Michelle Holt,2025-07-29
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Operational Oversight,Transaction Data,Reports Suspicious Activities,67510dae-4fa7-4e8e-a706-f6521831654e,f60c87af-d9de-4eb6-9d6c-18391e21382f,7476,6738.64,Wire Transfer,Savings,Americas,81.72,Pending Review,John Carter,2025-07-24
Financial Crime Risk,AML Operations,AML Reporting,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,5ad665d9-e85c-4e76-9d04-acea2a7221b2,9f72fbaa-42e2-42e6-9178-ec4a80c19e46,3226,6717.58,Wire Transfer,Corporate,Americas,34.65,Closed,Nathaniel Barnes,2025-07-08
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Audit Data,Monitor Transactions,bb0f9a20-b26c-405b-9170-02aedff6e36d,19267553-6a98-4994-80ac-f6b657269f02,5867,45941.37,Wire Transfer,Current,Americas,87.92,Investigated,Jennifer Mora,2025-02-08
Risk Management,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Transaction Data,Reports Suspicious Activities,d72547f2-b93d-42f1-80a2-7bbfb19f9cfd,7f44dd18-d6ff-4e5b-88e3-c52e41fb0b4e,4647,15469.61,Online,Savings,EMEA,87.3,Filed,Gina Franklin,2025-01-09
Operational Risk,Fraud Management,Fraud Detection,Screen Customer Transactions,Compliance,Transaction Data,Monitor Transactions,1b44018e-b2fc-4fd0-af1b-89cb8ada74b1,f8ae83b4-fbe8-470c-aba7-786aa4519a48,4368,40060.03,POS,Corporate,EMEA,94.47,Investigated,Michael Johnson,2025-06-08
