Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Account Type,Region,AML Risk Score,Status,Screened By,Transaction Date
Extend Proactive Info-Mediaries,Stand-alone client-driven pricing structure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,564a78ac-c444-468b-a3df-a96cb30f51f7,5753,68142.43,ATM,Current,EMEA,15.89,Pending Investigation,William Fernandez,2025-08-08
Incentivize Back-End E-Markets,Object-based transitional secured line,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8c5ac404-a84d-4563-ae44-4c5ac6b38a37,4766,93162.63,Wire Transfer,Current,Americas,94.11,Pending Investigation,Anna Moore,2025-09-29
Redefine Viral Channels,Down-sized 24hour secured line,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,837bb669-2b89-44aa-a452-ec2fe8dfa629,4324,81154.35,Online,Savings,EMEA,36.89,Reviewed,Sydney Cox,2025-04-25
Productize Vertical Roi,Synchronized well-modulated alliance,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7ae948fa-0d9d-4ed1-92c4-4f8e35e0e421,3012,61140.93,POS,Corporate,Americas,14.41,Reviewed,Joseph Juarez,2025-05-20
Repurpose Frictionless E-Markets,Adaptive encompassing functionalities,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,0b4a7a3a-e9d7-48a5-8fdd-17fa1ec1c85a,9033,99526.45,ATM,Corporate,EMEA,70.56,Pending Investigation,Elizabeth Smith,2025-08-18
Transition World-Class Eyeballs,Sharable value-added software,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,11ad01cc-d0b9-4759-9a4d-7b0a4c95f280,6223,45518.89,Online,Savings,Americas,17.46,Pending Investigation,Edward Davidson,2025-05-27
Re-Contextualize B2C E-Business,Grass-roots encompassing toolset,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f95d5c38-2c34-41d8-9296-c8b0df1614c9,6812,88840.61,Online,Corporate,Americas,11.61,Flagged,Alex Tanner,2025-05-03
Engage Revolutionary Methodologies,Vision-oriented hybrid structure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6907e2d1-5c09-42d0-ae47-ecf9aca3a606,9217,44780.18,Wire Transfer,Current,APAC,44.24,Cleared,Matthew Gibson,2025-09-20
Leverage Transparent Info-Mediaries,Right-sized leadingedge concept,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f6118f13-bd9f-483e-a17f-944d6c712ac4,1741,18596.84,Online,Savings,EMEA,5.1,Reviewed,Jessica Lawson,2025-09-30
Syndicate Extensible Partnerships,Object-based optimal time-frame,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f052906e-0a7a-4e3f-8d9d-2c95aa4a8d28,6188,97341.99,Online,Current,EMEA,60.37,Reviewed,Keith Daniel,2025-08-15
Whiteboard Synergistic Communities,Triple-buffered didactic synergy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ff2fa4cf-c3c1-4820-9aa4-a90129637bf0,9061,25583.15,Wire Transfer,Current,APAC,32.73,Flagged,Billy Murphy,2025-06-28
Disintermediate Intuitive E-Markets,Organic national groupware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6d46a870-2af9-4246-bed1-67c491f6470e,1944,26051.41,Online,Corporate,EMEA,90.68,Cleared,Jennifer Dunn,2025-07-06
Extend Real-Time Mindshare,Total 5thgeneration superstructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ccb2a0c1-d465-4efb-8a70-174371a58966,8737,67632.98,Online,Current,Americas,81.74,Reviewed,Jeffrey Thompson,2025-03-30
Monetize Open-Source Interfaces,Integrated uniform initiative,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c00b3bc4-b11d-4e09-915f-6c5df71efdd0,4029,57360.52,POS,Corporate,Americas,92.14,Cleared,Christopher Richmond,2025-02-05
Engage Front-End Communities,Virtual content-based capacity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,fa035946-e2c0-4aff-887f-9472e0884f7e,9435,22433.88,Online,Corporate,Americas,7.71,Reviewed,Dustin Green,2025-04-04
Utilize Open-Source Niches,Grass-roots composite capability,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c96a0ef6-09f5-439a-a301-efba8f3402b6,6844,81164.72,Online,Corporate,EMEA,47.36,Pending Investigation,Jon Shepard,2025-01-27
Transition Transparent E-Business,Digitized bandwidth-monitored secured line,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,04066f3b-562e-4753-a8d7-6cd38ffabef3,6379,51988.37,Online,Current,APAC,56.32,Pending Investigation,Carl Hill,2025-06-30
Architect Dot-Com Paradigms,Polarized demand-driven interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a36629f7-4440-4e78-bdc4-fc20c2b4b7da,5391,3527.48,ATM,Current,APAC,27.23,Cleared,Dustin Hancock,2025-04-06
Cultivate Extensible Applications,Programmable 4thgeneration migration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,68ea6a56-f55d-418b-9862-a3bea1dcaf6c,2628,6368.34,Wire Transfer,Savings,APAC,39.4,Reviewed,Steven Whitney,2025-08-05
Expedite Best-Of-Breed Channels,Virtual reciprocal synergy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,852f080c-33a3-4e5b-9daa-e666295396e2,6021,10858.95,ATM,Current,EMEA,84.91,Flagged,Melinda Ward,2025-03-17
Expedite Collaborative Infrastructures,Digitized heuristic migration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d153868a-a7f3-4f3e-a23a-f13506e73745,9890,23222.67,Wire Transfer,Corporate,Americas,75.53,Cleared,Brenda Hall,2025-08-27
Scale Extensible Solutions,Business-focused actuating groupware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,daa7c7c6-d6e5-4b44-b869-bbe8a415174c,4748,15650.84,Wire Transfer,Corporate,EMEA,6.12,Cleared,Amy Conley,2025-06-01
Orchestrate User-Centric Web-Readiness,Optional well-modulated intranet,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6bfccc5e-45c3-48d9-bd42-bb8d2c8b717c,5814,58480.0,Wire Transfer,Current,Americas,88.52,Pending Investigation,Susan Davis,2025-03-16
Whiteboard Transparent Applications,Polarized even-keeled contingency,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,cd5d36ff-144f-46e9-a588-12bbf51e21ab,2601,65298.82,ATM,Savings,EMEA,83.13,Flagged,Claudia Delgado,2025-09-07
Synthesize Proactive Niches,Distributed static process improvement,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,0028d92d-a23e-4411-b466-b720a14b801e,6145,82330.95,ATM,Savings,EMEA,20.35,Reviewed,Nicole Vaughn,2025-06-07
Transition Cutting-Edge Experiences,Business-focused interactive toolset,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,bb50b976-9e88-4f13-8f1e-62b5430f26eb,8472,49443.97,POS,Corporate,EMEA,5.67,Flagged,Donna Wood,2025-07-28
Transform Collaborative Channels,Self-enabling 5thgeneration info-mediaries,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,4012d8d1-45a1-42e9-bbed-44faf7c9304a,9074,47244.49,POS,Corporate,Americas,30.96,Flagged,Jonathan Campbell,2025-06-08
Revolutionize Ubiquitous E-Commerce,Ergonomic holistic strategy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6eeb1f8b-29ae-49b3-b84e-31786199b9b7,6277,21075.53,Wire Transfer,Savings,EMEA,31.0,Cleared,Laura Smith,2025-09-12
Morph Virtual Experiences,Extended disintermediate hardware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9581732d-4ff9-49e6-93bf-f27f9adf5a1d,9680,29722.34,ATM,Corporate,APAC,96.11,Cleared,Michael Oneal,2025-08-20
Generate Mission-Critical Portals,Cloned human-resource definition,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,96875f5b-6510-459a-8d22-11dcce7e8343,6473,43900.68,Online,Corporate,Americas,76.04,Cleared,Tracy Spears,2025-05-08
Synergize Distributed E-Services,Streamlined directional toolset,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,af21875e-d4d7-434d-9c4b-fe320b865cd1,7043,63687.87,Wire Transfer,Savings,APAC,94.61,Pending Investigation,Zoe Newman,2025-01-24
Harness Viral Technologies,Down-sized bandwidth-monitored projection,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,259be1fa-394f-4ab8-90c7-77de7d4d6954,6532,90615.36,Online,Savings,Americas,45.54,Pending Investigation,Paula Zavala,2025-03-05
Enable Dynamic Mindshare,Advanced human-resource data-warehouse,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,91b82044-bf35-45d2-a513-b094c91b7c61,3645,93619.33,ATM,Corporate,Americas,16.98,Reviewed,Charles Garrison,2025-04-21
Drive Sticky Mindshare,Sharable fault-tolerant open system,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,999d6f3b-007e-4338-9e2c-a47a9d600459,6442,81108.75,Online,Current,APAC,76.4,Flagged,Scott Poole,2025-03-26
Visualize Clicks-And-Mortar Users,Versatile logistical core,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,cd95915b-e178-4b24-82b5-6412e2aa386c,6853,32422.01,POS,Savings,EMEA,3.58,Cleared,Maria Acosta,2025-06-01
E-Enable Magnetic Infrastructures,User-friendly real-time policy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2417dd56-1336-4fc9-998f-95e1eca484da,9827,26362.03,ATM,Current,Americas,0.84,Reviewed,Crystal Singh,2025-10-03
E-Enable One-To-One Web Services,Implemented regional knowledge user,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c46db179-0025-4507-b476-c62efc39877f,5281,64270.0,ATM,Savings,EMEA,20.22,Reviewed,William Carlson,2025-01-30
